,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,668.0,32.834208965301514,666.0
la06,926.0,695.0,45.422553062438965,926.0
la11,1222.0,1529.0,125.96121501922607,1222.0
la16,1068.0,806.0,61.82170581817627,1013.0
la21,1121.0,2033.0,229.03961324691772,1116.0
la22,1001.0,1676.0,184.7051486968994,994.0
la23,1058.0,1808.0,201.7914662361145,1040.0
la24,1024.0,1796.0,199.8885533809662,1001.0
la25,1074.0,1811.0,203.3881974220276,1053.0
la26,1259.0,2837.0,434.0655972957611,1258.0
la27,1326.0,2831.0,431.28087425231934,1306.0
la28,1338.0,1808.0,258.26646852493286,1322.0
la29,1301.0,1949.0,284.30584597587585,1298.0
la30,1375.0,2060.0,303.2332384586334,1375.0
la31,1784.0,2753.0,627.4204320907593,1784.0
la32,1851.0,7262.0,1780.544515132904,1850.0
la33,1719.0,5231.0,1259.1862874031067,1719.0
la34,1723.0,3902.0,921.8292858600616,1721.0
la35,1898.0,4319.0,1025.6496984958649,1898.0
la36,1364.0,2042.0,321.2690176963806,1364.0
la37,1521.0,1673.0,254.7508668899536,1517.0
la38,1330.0,1835.0,283.97470450401306,1324.0
la39,1328.0,1841.0,283.1539235115051,1319.0
la40,1320.0,1895.0,293.0893678665161,1316.0
ta21,1863.0,2780.0,770.3862037658691,1846.0
ta22,1796.0,2651.0,731.8711786270142,1763.0
ta31,1963.0,5060.0,1735.5206997394562,1961.0
ta32,2067.0,3206.0,1096.06542634964,2049.0
ta41,2347.0,3557.0,1606.46723985672,2347.0
ta42,2182.0,3608.0,1621.9455008506775,2182.0
ta51,3067.0,5192.0,3600.2948157787323,2957.0
ta52,2956.0,5123.0,3601.6591691970825,2956.0
ta61,3192.0,3929.0,3600.8313586711884,3170.0
ta62,3296.0,3887.0,3602.725317955017,3233.0
ta71,5917.0,1592.0,3604.7000365257263,5795.0
ta72,5674.0,1631.0,3603.5670659542084,5549.0
