,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,932.0,46.40588974952698,666.0
la06,926.0,464.0,30.3378849029541,926.0
la11,1222.0,1973.0,169.73517608642578,1222.0
la16,1019.0,1229.0,93.80618977546692,1015.0
la21,1156.0,1733.0,192.138277053833,1155.0
la22,1001.0,1670.0,184.4019615650177,986.0
la23,1032.0,1478.0,158.45633125305176,1032.0
la24,1018.0,1943.0,220.72182440757751,988.0
la25,1061.0,2231.0,258.25951647758484,1061.0
la26,1291.0,2900.0,444.0567162036896,1282.0
la27,1331.0,2264.0,339.3656311035156,1314.0
la28,1298.0,2450.0,368.16961765289307,1298.0
la29,1288.0,2342.0,349.68603706359863,1287.0
la30,1403.0,2891.0,445.59460401535034,1401.0
la31,1784.0,4433.0,1054.8147206306458,1784.0
la32,1850.0,3098.0,717.4995741844177,1850.0
la33,1719.0,5846.0,1404.3671140670776,1719.0
la34,1721.0,4265.0,1012.7382206916809,1721.0
la35,1898.0,1949.0,428.63895082473755,1888.0
la36,1376.0,1994.0,312.61415672302246,1345.0
la37,1533.0,1982.0,309.4087269306183,1524.0
la38,1350.0,1715.0,261.0460343360901,1330.0
la39,1393.0,1793.0,276.68522119522095,1358.0
la40,1321.0,1907.0,297.4387333393097,1316.0
ta21,1850.0,2417.0,658.2759528160095,1834.0
ta22,1796.0,2135.0,572.9331374168396,1791.0
ta31,1977.0,5285.0,1824.5656206607819,1966.0
ta32,2062.0,2957.0,984.083812713623,2062.0
ta41,2333.0,4505.0,2030.9208853244781,2325.0
ta42,2219.0,5915.0,2722.625787973404,2215.0
ta51,2990.0,5363.0,3601.327057361603,2889.0
ta52,3061.0,5318.0,3601.004917383194,3004.0
ta61,3170.0,4037.0,3602.1348950862885,3142.0
ta62,3277.0,3971.0,3600.4494075775146,3251.0
ta71,6027.0,1649.0,3603.5005402565002,5950.0
ta72,5529.0,1649.0,3605.929748773575,5467.0
