,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,371.0,18.603958129882812,666.0
la06,926.0,425.0,28.023619413375854,926.0
la11,1222.0,488.0,40.72346115112305,1222.0
la16,1056.0,536.0,41.46047639846802,1024.0
la21,1167.0,1700.0,188.68446350097656,1156.0
la22,986.0,1088.0,118.56806874275208,976.0
la23,1054.0,941.0,101.80515694618225,1044.0
la24,1026.0,1493.0,162.51485633850098,1007.0
la25,1055.0,2180.0,253.62777519226074,1029.0
la26,1275.0,1886.0,276.28551745414734,1275.0
la27,1373.0,1910.0,280.6617910861969,1368.0
la28,1341.0,2093.0,310.73697805404663,1336.0
la29,1264.0,2279.0,343.40549755096436,1262.0
la30,1429.0,1613.0,229.56747722625732,1421.0
la31,1784.0,4070.0,970.010538816452,1784.0
la32,1850.0,2486.0,564.1886329650879,1850.0
la33,1719.0,2933.0,682.7978177070618,1719.0
la34,1771.0,3704.0,869.2448539733887,1753.0
la35,1898.0,2339.0,531.5859763622284,1897.0
la36,1385.0,1157.0,173.63225626945496,1363.0
la37,1539.0,1829.0,285.3287076950073,1537.0
la38,1347.0,1805.0,279.1143751144409,1347.0
la39,1354.0,1814.0,283.9045271873474,1352.0
la40,1347.0,1163.0,174.74146509170532,1299.0
ta21,1866.0,1910.0,508.45566630363464,1836.0
ta22,1765.0,1934.0,512.6013548374176,1753.0
ta31,1972.0,4268.0,1459.8905012607574,1951.0
ta32,2014.0,4619.0,1603.8715963363647,2013.0
ta41,2300.0,3719.0,1646.594321012497,2300.0
ta42,2214.0,3026.0,1340.020590543747,2205.0
ta51,3219.0,5282.0,3601.0188341140747,3203.0
ta52,3024.0,5366.0,3601.819893360138,2992.0
ta61,3184.0,4016.0,3601.338178873062,3141.0
ta62,3222.0,3986.0,3601.395533323288,3189.0
ta71,5864.0,1631.0,3605.493238210678,5768.0
ta72,5406.0,1637.0,3606.7595822811127,5392.0
