,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,611.0,25.44696283340454,666.0
la06,926.0,1253.0,71.29836702346802,926.0
la11,1222.0,1472.0,108.06007766723633,1222.0
la16,1059.0,1199.0,80.21552681922913,1045.0
la21,1129.0,1877.0,180.84048175811768,1113.0
la22,985.0,2411.0,233.34210801124573,985.0
la23,1038.0,1646.0,160.39612460136414,1038.0
la24,1046.0,1853.0,179.09913897514343,1023.0
la25,1075.0,2537.0,246.2545838356018,1055.0
la26,1280.0,4790.0,602.9877774715424,1275.0
la27,1346.0,4433.0,559.9189338684082,1336.0
la28,1332.0,3485.0,440.48923230171204,1328.0
la29,1266.0,2861.0,365.48878622055054,1263.0
la30,1370.0,4859.0,617.3194286823273,1370.0
la31,1784.0,9614.0,1844.5034139156342,1784.0
la32,1850.0,7973.0,1529.5025634765625,1850.0
la33,1719.0,8336.0,1614.598242521286,1719.0
la34,1721.0,9035.0,1738.0549249649048,1721.0
la35,1898.0,6404.0,1240.738804101944,1898.0
la36,1417.0,1154.0,156.35992074012756,1390.0
la37,1556.0,1682.0,226.30691695213318,1516.0
la38,1346.0,3224.0,432.0308711528778,1338.0
la39,1343.0,1784.0,239.74199557304382,1299.0
la40,1318.0,1640.0,222.49311566352844,1314.0
ta21,1848.0,4547.0,1049.9297819137573,1848.0
ta22,1749.0,8408.0,1933.572348833084,1749.0
ta31,1912.0,12698.0,3556.036318540573,1912.0
ta32,1999.0,13064.0,3600.306967020035,1986.0
ta41,2295.0,9671.0,3600.533240556717,2287.0
ta42,2206.0,9713.0,3600.665627717972,2183.0
ta51,2943.0,6329.0,3600.147211790085,2885.0
ta52,2961.0,6350.0,3600.7286348342896,2884.0
ta61,3188.0,4766.0,3600.0654287338257,3185.0
ta62,3260.0,4724.0,3602.09899187088,3187.0
ta71,5994.0,1754.0,3604.1146037578583,5886.0
ta72,5584.0,1745.0,3603.3366832733154,5532.0
