,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,590.0,24.565333366394043,666.0
la06,926.0,551.0,31.233490228652954,926.0
la11,1222.0,956.0,69.51014924049377,1222.0
la16,1032.0,1049.0,69.84023690223694,1026.0
la21,1132.0,3116.0,302.9460074901581,1123.0
la22,987.0,3116.0,303.167414188385,986.0
la23,1039.0,2543.0,247.69273924827576,1032.0
la24,1035.0,2003.0,194.26459050178528,1011.0
la25,1099.0,2495.0,241.7875292301178,1075.0
la26,1280.0,3875.0,489.6747136116028,1266.0
la27,1304.0,7820.0,994.0860915184021,1300.0
la28,1298.0,4571.0,580.3622734546661,1286.0
la29,1304.0,3755.0,468.87635564804077,1291.0
la30,1400.0,4022.0,505.1304233074188,1400.0
la31,1784.0,5090.0,977.7487721443176,1784.0
la32,1850.0,2357.0,457.41001987457275,1850.0
la33,1719.0,5039.0,969.68630194664,1719.0
la34,1721.0,5576.0,1065.1352689266205,1721.0
la35,1888.0,3716.0,707.7018032073975,1888.0
la36,1378.0,2066.0,277.98377108573914,1374.0
la37,1514.0,2705.0,362.94755840301514,1504.0
la38,1354.0,3734.0,501.3534879684448,1342.0
la39,1354.0,2171.0,293.266886472702,1345.0
la40,1335.0,3089.0,415.1420259475708,1309.0
ta21,1850.0,7238.0,1685.1172530651093,1839.0
ta22,1757.0,8270.0,1921.7704560756683,1748.0
ta31,1940.0,12659.0,3578.1739065647125,1916.0
ta32,2075.0,10748.0,3011.4175622463226,2046.0
ta41,2281.0,9653.0,3600.3810646533966,2244.0
ta42,2212.0,9737.0,3600.9999918937683,2198.0
ta51,2989.0,6446.0,3600.169600725174,2956.0
ta52,2952.0,6461.0,3601.1517748832703,2904.0
ta61,3132.0,4781.0,3600.973876953125,3132.0
ta62,3269.0,4784.0,3600.831381559372,3206.0
ta71,5804.0,1712.0,3604.716945409775,5743.0
ta72,5468.0,1745.0,3601.1687841415405,5362.0
