,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,700.0,1256.0,54.027546405792236,689.0
la06,926.0,581.0,33.844486951828,926.0
la11,1222.0,1133.0,84.34249210357666,1222.0
la16,1051.0,1541.0,106.28979015350342,994.0
la21,1119.0,1766.0,177.03067135810852,1119.0
la22,986.0,2000.0,200.51188707351685,986.0
la23,1032.0,3362.0,332.3304409980774,1032.0
la24,1030.0,2570.0,256.0463693141937,1016.0
la25,1055.0,3668.0,366.2806897163391,1055.0
la26,1260.0,4181.0,534.259539604187,1247.0
la27,1368.0,5378.0,700.7613377571106,1341.0
la28,1303.0,3629.0,470.12900590896606,1295.0
la29,1272.0,5582.0,723.3669199943542,1272.0
la30,1405.0,2975.0,385.2858772277832,1399.0
la31,1784.0,4247.0,832.884067773819,1784.0
la32,1850.0,4211.0,828.0011565685272,1850.0
la33,1719.0,5504.0,1078.2011909484863,1719.0
la34,1721.0,7715.0,1508.013961315155,1721.0
la35,1904.0,6287.0,1222.491399049759,1898.0
la36,1403.0,1847.0,250.50222730636597,1371.0
la37,1501.0,3845.0,533.7598741054535,1501.0
la38,1354.0,3824.0,529.2648844718933,1334.0
la39,1353.0,2534.0,352.641135931015,1350.0
la40,1276.0,2087.0,288.5694246292114,1276.0
ta21,1869.0,4295.0,1026.7467646598816,1861.0
ta22,1760.0,7799.0,1834.5012748241425,1759.0
ta31,1987.0,12830.0,3600.7189581394196,1933.0
ta32,2031.0,10376.0,2950.9831688404083,1988.0
ta41,2318.0,9515.0,3600.8772597312927,2284.0
ta42,2217.0,9365.0,3495.228734731674,2178.0
ta51,2948.0,6125.0,3601.0737330913544,2913.0
ta52,3031.0,6239.0,3600.8373663425446,2906.0
ta61,3250.0,4634.0,3600.71768450737,3134.0
ta62,3230.0,4667.0,3600.754591703415,3158.0
ta71,5668.0,1700.0,3605.309409379959,5604.0
ta72,5406.0,1676.0,3600.801460981369,5347.0
