,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,809.0,39.63602352142334,666.0
la06,926.0,761.0,49.27724480628967,926.0
la11,1222.0,518.0,42.55322599411011,1222.0
la16,1044.0,1187.0,91.11438584327698,1030.0
la21,1098.0,1973.0,222.78433561325073,1098.0
la22,1011.0,2225.0,255.1886978149414,988.0
la23,1032.0,1667.0,183.8235056400299,1032.0
la24,1009.0,1730.0,191.60569977760315,1004.0
la25,1072.0,1748.0,193.49564695358276,1045.0
la26,1289.0,2210.0,326.73240876197815,1273.0
la27,1358.0,2996.0,456.5363495349884,1351.0
la28,1314.0,2561.0,381.82910680770874,1308.0
la29,1291.0,2201.0,329.105064868927,1275.0
la30,1412.0,2753.0,419.4026343822479,1387.0
la31,1784.0,7061.0,1721.7617115974426,1784.0
la32,1850.0,5966.0,1443.997187614441,1850.0
la33,1719.0,3974.0,934.026848077774,1719.0
la34,1723.0,9467.0,2343.428304672241,1721.0
la35,1898.0,2855.0,657.4571440219879,1898.0
la36,1410.0,1715.0,260.5004940032959,1394.0
la37,1541.0,2129.0,335.3473732471466,1489.0
la38,1315.0,1838.0,283.3284649848938,1306.0
la39,1302.0,2177.0,343.5963191986084,1302.0
la40,1316.0,2177.0,345.03546953201294,1310.0
ta21,1857.0,1901.0,502.5622892379761,1839.0
ta22,1786.0,2111.0,566.8418912887573,1773.0
ta31,1983.0,7442.0,2604.9704160690308,1965.0
ta32,2020.0,5249.0,1802.2416398525238,2010.0
ta41,2392.0,4445.0,2009.1301732063293,2378.0
ta42,2251.0,5021.0,2257.841377735138,2238.0
ta51,2944.0,5405.0,3601.5378291606903,2944.0
ta52,3004.0,5288.0,3600.6283535957336,2941.0
ta61,3265.0,4049.0,3602.8392355442047,3153.0
ta62,3293.0,4028.0,3600.3995356559753,3274.0
ta71,5871.0,1667.0,3600.1322507858276,5871.0
ta72,5717.0,1652.0,3600.566090106964,5570.0
