,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,620.0,26.020413637161255,666.0
la06,926.0,944.0,53.42213296890259,926.0
la11,1222.0,1652.0,119.3338770866394,1222.0
la16,1053.0,1109.0,74.00111079216003,1035.0
la21,1139.0,2234.0,212.55560755729675,1139.0
la22,1012.0,3101.0,299.65668082237244,995.0
la23,1043.0,2219.0,213.16895985603333,1037.0
la24,1017.0,1511.0,146.23993682861328,1006.0
la25,1071.0,2123.0,205.03473329544067,1055.0
la26,1261.0,5465.0,693.7239389419556,1261.0
la27,1340.0,4073.0,512.4447507858276,1317.0
la28,1309.0,5018.0,634.0156922340393,1288.0
la29,1255.0,1601.0,203.58466720581055,1248.0
la30,1355.0,3086.0,390.0719451904297,1355.0
la31,1784.0,2591.0,499.76268100738525,1784.0
la32,1850.0,3410.0,655.6977798938751,1850.0
la33,1719.0,7250.0,1409.053636789322,1719.0
la34,1751.0,4874.0,928.9302053451538,1734.0
la35,1898.0,5255.0,1015.6156151294708,1898.0
la36,1375.0,1532.0,204.93104934692383,1375.0
la37,1508.0,2411.0,323.9049370288849,1488.0
la38,1345.0,2420.0,322.8338005542755,1313.0
la39,1379.0,1766.0,238.5930471420288,1337.0
la40,1298.0,1748.0,235.68285059928894,1298.0
ta21,1817.0,5210.0,1225.7607958316803,1807.0
ta22,1784.0,3449.0,797.7990312576294,1758.0
ta31,1972.0,11768.0,3279.406933784485,1958.0
ta32,2018.0,8900.0,2494.8239529132843,2012.0
ta41,2226.0,9809.0,3600.370297908783,2215.0
ta42,2214.0,9761.0,3600.5867960453033,2188.0
ta51,3008.0,6368.0,3601.4826414585114,2960.0
ta52,3017.0,6386.0,3600.5999982357025,2912.0
ta61,3242.0,4778.0,3601.4646871089935,3205.0
ta62,3330.0,4691.0,3600.7256557941437,3278.0
ta71,5885.0,1751.0,3605.390192270279,5792.0
ta72,5791.0,1766.0,3604.507554292679,5561.0
