,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,896.0,43.87666392326355,666.0
la06,926.0,263.0,16.909788370132446,926.0
la11,1222.0,227.0,18.507517099380493,1222.0
la16,1010.0,953.0,72.64177393913269,1010.0
la21,1147.0,1607.0,174.8315498828888,1146.0
la22,986.0,1628.0,177.48146510124207,986.0
la23,1045.0,1610.0,173.55896592140198,1032.0
la24,1011.0,1847.0,205.71397757530212,1011.0
la25,1065.0,1712.0,188.21676087379456,1061.0
la26,1247.0,2096.0,306.395747423172,1247.0
la27,1337.0,1841.0,265.2687451839447,1319.0
la28,1333.0,1772.0,253.0883343219757,1333.0
la29,1260.0,1757.0,252.60860633850098,1260.0
la30,1373.0,1793.0,257.1354594230652,1373.0
la31,1784.0,2375.0,529.0525615215302,1784.0
la32,1850.0,3182.0,735.8276031017303,1850.0
la33,1719.0,3857.0,901.1136512756348,1719.0
la34,1721.0,2396.0,534.0022270679474,1721.0
la35,1888.0,3380.0,777.18319272995,1888.0
la36,1368.0,1853.0,285.92052841186523,1343.0
la37,1521.0,1586.0,236.875661611557,1517.0
la38,1325.0,1625.0,246.68243932724,1325.0
la39,1343.0,1535.0,226.7417242527008,1316.0
la40,1312.0,1859.0,287.1552255153656,1312.0
ta21,1830.0,2120.0,567.448801279068,1823.0
ta22,1799.0,2162.0,575.2969446182251,1767.0
ta31,1926.0,4244.0,1436.636981010437,1926.0
ta32,2030.0,3386.0,1130.810662984848,2009.0
ta41,2374.0,3707.0,1644.3484692573547,2350.0
ta42,2209.0,5588.0,2535.97953081131,2187.0
ta51,2937.0,5384.0,3600.8303842544556,2931.0
ta52,2961.0,5441.0,3600.796840429306,2939.0
ta61,3178.0,4106.0,3600.979369163513,3127.0
ta62,3154.0,4076.0,3601.8635215759277,3149.0
ta71,5755.0,1646.0,3606.3625383377075,5713.0
ta72,5286.0,1679.0,3601.0012130737305,5247.0
