,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,383.0,18.96230387687683,666.0
la06,926.0,290.0,18.935370206832886,926.0
la11,1222.0,365.0,29.582903385162354,1222.0
la16,1048.0,869.0,66.09228801727295,1029.0
la21,1133.0,1976.0,223.1344006061554,1133.0
la22,1032.0,1901.0,212.88779735565186,1003.0
la23,1044.0,635.0,67.90543794631958,1040.0
la24,1006.0,1631.0,178.4548614025116,996.0
la25,1073.0,1079.0,116.55137467384338,1056.0
la26,1280.0,2426.0,361.9203267097473,1274.0
la27,1377.0,1748.0,250.77350187301636,1372.0
la28,1298.0,2363.0,349.04275608062744,1293.0
la29,1297.0,2378.0,357.4203591346741,1290.0
la30,1377.0,2603.0,394.1840612888336,1372.0
la31,1784.0,2990.0,684.4421620368958,1784.0
la32,1850.0,1877.0,403.9090609550476,1850.0
la33,1719.0,2294.0,508.6536953449249,1719.0
la34,1749.0,2675.0,603.3338215351105,1742.0
la35,1888.0,2864.0,651.0002303123474,1888.0
la36,1370.0,1757.0,268.9871315956116,1370.0
la37,1526.0,1238.0,182.81910729408264,1508.0
la38,1328.0,1652.0,249.1058747768402,1317.0
la39,1360.0,1703.0,259.06127762794495,1359.0
la40,1335.0,1673.0,253.87412691116333,1324.0
ta21,1838.0,1694.0,442.1213161945343,1820.0
ta22,1784.0,2114.0,563.4190080165863,1766.0
ta31,1949.0,3569.0,1186.7863295078278,1937.0
ta32,2027.0,4679.0,1588.0153105258942,2001.0
ta41,2360.0,4466.0,2014.0149099826813,2357.0
ta42,2205.0,2717.0,1171.2997488975525,2187.0
ta51,2969.0,5381.0,3600.6615977287292,2957.0
ta52,2849.0,5375.0,3600.2453100681305,2844.0
ta61,3090.0,4097.0,3602.3244206905365,3063.0
ta62,3180.0,4115.0,3602.1009907722473,3133.0
ta71,5679.0,1658.0,3606.917109966278,5592.0
ta72,5254.0,1667.0,3602.6146137714386,5254.0
