,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,764.0,31.97151255607605,666.0
la06,926.0,428.0,24.075623750686646,926.0
la11,1222.0,1043.0,75.95290637016296,1222.0
la16,1002.0,1655.0,112.19699478149414,1002.0
la21,1149.0,3173.0,305.664675951004,1149.0
la22,986.0,1961.0,189.95008969306946,962.0
la23,1054.0,1835.0,177.923246383667,1032.0
la24,1022.0,1271.0,122.68494987487793,1004.0
la25,1063.0,1775.0,172.5216920375824,1055.0
la26,1233.0,5180.0,655.4404330253601,1228.0
la27,1314.0,3482.0,440.58196353912354,1302.0
la28,1312.0,3719.0,467.48203587532043,1298.0
la29,1307.0,3710.0,468.4005811214447,1307.0
la30,1411.0,3521.0,447.4795196056366,1404.0
la31,1784.0,4196.0,810.1378362178802,1784.0
la32,1850.0,8273.0,1586.0122864246368,1850.0
la33,1719.0,3560.0,692.9910762310028,1719.0
la34,1721.0,10820.0,2077.1813781261444,1721.0
la35,1898.0,6674.0,1291.5477607250214,1898.0
la36,1376.0,2465.0,329.2267413139343,1375.0
la37,1489.0,2825.0,382.7107367515564,1488.0
la38,1309.0,2600.0,351.3027148246765,1306.0
la39,1383.0,2243.0,300.76784014701843,1350.0
la40,1340.0,2225.0,298.25055980682373,1340.0
ta21,1895.0,3731.0,860.8744850158691,1869.0
ta22,1775.0,4931.0,1141.9678781032562,1743.0
ta31,1999.0,10292.0,2880.8055715560913,1976.0
ta32,1981.0,12974.0,3600.6600410938263,1974.0
ta41,2394.0,9791.0,3601.0523471832275,2311.0
ta42,2247.0,9047.0,3323.4308381080627,2225.0
ta51,2971.0,6326.0,3600.740916490555,2927.0
ta52,2938.0,6407.0,3600.9959421157837,2888.0
ta61,3254.0,4757.0,3600.812432050705,3178.0
ta62,3283.0,4661.0,3600.596998691559,3225.0
ta71,5992.0,1754.0,3604.8735735416412,5857.0
ta72,5640.0,1757.0,3601.159504175186,5568.0
