,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,671.0,323.0,15.93431806564331,666.0
la06,926.0,161.0,10.592626094818115,926.0
la11,1222.0,527.0,43.476542472839355,1222.0
la16,1034.0,488.0,37.166444301605225,1029.0
la21,1132.0,1496.0,161.68703508377075,1131.0
la22,989.0,1820.0,203.64379739761353,986.0
la23,1040.0,1403.0,151.192223072052,1038.0
la24,1009.0,2033.0,229.31108164787292,1001.0
la25,1094.0,1790.0,199.80208373069763,1067.0
la26,1311.0,1646.0,234.6219527721405,1299.0
la27,1356.0,2075.0,304.59084606170654,1356.0
la28,1333.0,2000.0,294.54074215888977,1333.0
la29,1303.0,1538.0,217.29245495796204,1291.0
la30,1410.0,2498.0,378.2768270969391,1373.0
la31,1784.0,2795.0,646.9420897960663,1784.0
la32,1850.0,2735.0,624.0995128154755,1850.0
la33,1719.0,3647.0,858.5933570861816,1719.0
la34,1723.0,3119.0,721.0355105400085,1721.0
la35,1898.0,2183.0,486.6165807247162,1897.0
la36,1422.0,1121.0,165.74073910713196,1353.0
la37,1537.0,959.0,142.43307328224182,1509.0
la38,1345.0,959.0,143.1172444820404,1303.0
la39,1396.0,1676.0,256.81118845939636,1368.0
la40,1340.0,1640.0,247.67366528511047,1322.0
ta21,1821.0,1913.0,503.2232689857483,1821.0
ta22,1810.0,2720.0,755.7002296447754,1772.0
ta31,1928.0,3737.0,1270.1137824058533,1927.0
ta32,2040.0,3134.0,1046.611654996872,2020.0
ta41,2375.0,2339.0,990.3310034275055,2336.0
ta42,2217.0,3701.0,1660.9568974971771,2208.0
ta51,3167.0,5294.0,3600.97275018692,3152.0
ta52,3029.0,5306.0,3600.81046128273,3029.0
ta61,3232.0,4004.0,3602.823056459427,3167.0
ta62,3276.0,3974.0,3602.144103527069,3242.0
ta71,5764.0,1613.0,3604.1789984703064,5705.0
ta72,5383.0,1625.0,3600.6305401325226,5383.0
