,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,611.0,30.133440732955933,666.0
la06,926.0,455.0,29.585896253585815,926.0
la11,1222.0,1529.0,126.15868735313416,1222.0
la16,1044.0,1004.0,76.4685447216034,1028.0
la21,1159.0,1175.0,127.10715103149414,1149.0
la22,999.0,1814.0,202.39182567596436,992.0
la23,1058.0,2057.0,232.93918538093567,1038.0
la24,1011.0,1772.0,197.79914093017578,1008.0
la25,1062.0,2195.0,253.21394324302673,1056.0
la26,1270.0,1982.0,289.5388538837433,1270.0
la27,1377.0,2741.0,416.56422424316406,1354.0
la28,1333.0,2273.0,338.33937406539917,1331.0
la29,1283.0,2306.0,345.27981901168823,1283.0
la30,1401.0,2846.0,432.69409584999084,1381.0
la31,1784.0,3020.0,689.1943199634552,1784.0
la32,1850.0,2498.0,563.1682121753693,1850.0
la33,1719.0,2921.0,672.994945526123,1719.0
la34,1721.0,2624.0,595.5558269023895,1721.0
la35,1898.0,3350.0,772.3539416790009,1888.0
la36,1396.0,1601.0,240.36134099960327,1388.0
la37,1545.0,1994.0,308.5260875225067,1526.0
la38,1333.0,1802.0,277.6835527420044,1314.0
la39,1363.0,2051.0,320.11411023139954,1355.0
la40,1308.0,1994.0,310.63544726371765,1283.0
ta21,1844.0,3188.0,896.4072568416595,1837.0
ta22,1805.0,2501.0,684.3582174777985,1777.0
ta31,1975.0,5903.0,2052.750754594803,1975.0
ta32,2019.0,2957.0,978.1998100280762,2019.0
ta41,2328.0,6470.0,2978.8137300014496,2282.0
ta42,2253.0,4601.0,2072.1705944538116,2222.0
ta51,2905.0,5345.0,3600.9759933948517,2905.0
ta52,2914.0,5414.0,3600.8872332572937,2859.0
ta61,3173.0,4088.0,3602.6066341400146,3147.0
ta62,3218.0,4088.0,3602.800117492676,3179.0
ta71,5787.0,1667.0,3606.3117067813873,5744.0
ta72,5418.0,1649.0,3603.1521763801575,5364.0
