,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,449.0,22.246519327163696,666.0
la06,926.0,281.0,18.44268822669983,926.0
la11,1222.0,665.0,54.1083288192749,1222.0
la16,1041.0,716.0,54.43246340751648,1038.0
la21,1163.0,1772.0,196.29815316200256,1144.0
la22,994.0,1640.0,180.01867961883545,986.0
la23,1038.0,1961.0,221.84185647964478,1032.0
la24,1028.0,1628.0,177.63206839561462,1008.0
la25,1069.0,1673.0,185.13398146629333,1028.0
la26,1294.0,2453.0,368.64335083961487,1274.0
la27,1398.0,1694.0,242.16950726509094,1395.0
la28,1298.0,1724.0,244.73761892318726,1296.0
la29,1270.0,1442.0,201.79050159454346,1268.0
la30,1433.0,2303.0,347.3143780231476,1429.0
la31,1784.0,2189.0,506.71717977523804,1784.0
la32,1850.0,1091.0,229.2620177268982,1850.0
la33,1719.0,2696.0,615.8424096107483,1719.0
la34,1725.0,2468.0,551.7447888851166,1721.0
la35,1889.0,2135.0,472.69013571739197,1888.0
la36,1348.0,1691.0,259.62682914733887,1348.0
la37,1512.0,1907.0,296.3037669658661,1491.0
la38,1347.0,1676.0,253.36656737327576,1347.0
la39,1354.0,1916.0,297.8446455001831,1346.0
la40,1342.0,1781.0,271.15201592445374,1312.0
ta21,1854.0,2300.0,623.4171576499939,1815.0
ta22,1800.0,2270.0,615.7596294879913,1764.0
ta31,1918.0,3581.0,1192.1884226799011,1918.0
ta32,2065.0,2753.0,906.8333804607391,2037.0
ta41,2377.0,3656.0,1602.6369950771332,2331.0
ta42,2250.0,4493.0,2016.8594810962677,2223.0
ta51,3200.0,5393.0,3601.379914522171,3187.0
ta52,2935.0,5384.0,3601.414822101593,2901.0
ta61,3170.0,4064.0,3602.1847624778748,3102.0
ta62,3237.0,4118.0,3600.463365793228,3176.0
ta71,5695.0,1628.0,3600.563098669052,5692.0
ta72,5288.0,1652.0,3603.245876312256,5276.0
