,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,500.0,21.19034695625305,666.0
la06,926.0,59.0,3.4388060569763184,926.0
la11,1222.0,320.0,23.367527723312378,1222.0
la16,1017.0,563.0,37.83786082267761,1017.0
la21,1150.0,2084.0,203.09598588943481,1150.0
la22,983.0,1454.0,141.53959107398987,968.0
la23,1032.0,1460.0,142.0951075553894,1032.0
la24,1036.0,1157.0,112.4892566204071,1009.0
la25,1074.0,1553.0,151.07609677314758,1046.0
la26,1308.0,1661.0,213.2119743824005,1292.0
la27,1335.0,2792.0,353.0939950942993,1324.0
la28,1298.0,2252.0,283.1081049442291,1293.0
la29,1257.0,3419.0,441.9276316165924,1257.0
la30,1355.0,3296.0,423.8029124736786,1355.0
la31,1784.0,5474.0,1053.9321837425232,1784.0
la32,1850.0,3896.0,758.1809132099152,1850.0
la33,1719.0,3968.0,763.0887894630432,1719.0
la34,1721.0,4661.0,906.7776200771332,1721.0
la35,1888.0,3011.0,580.6097922325134,1888.0
la36,1366.0,1868.0,252.8290309906006,1361.0
la37,1517.0,1547.0,209.15479969978333,1512.0
la38,1338.0,3326.0,452.8093264102936,1338.0
la39,1360.0,1559.0,210.47524690628052,1352.0
la40,1303.0,1448.0,195.75361037254333,1301.0
ta21,1836.0,3527.0,816.701376914978,1813.0
ta22,1747.0,3077.0,710.0445394515991,1746.0
ta31,1949.0,7997.0,2210.448843717575,1942.0
ta32,2038.0,8456.0,2347.1543638706207,2038.0
ta41,2327.0,9902.0,3600.945083141327,2308.0
ta42,2189.0,9788.0,3600.335872888565,2174.0
ta51,2951.0,6425.0,3600.944079875946,2924.0
ta52,2922.0,6476.0,3600.5461440086365,2908.0
ta61,3096.0,4790.0,3600.6219415664673,3086.0
ta62,3130.0,4811.0,3601.487627029419,3130.0
ta71,5574.0,1784.0,3600.9899566173553,5541.0
ta72,5327.0,1778.0,3601.448731660843,5278.0
