,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,875.0,43.45100927352905,666.0
la06,926.0,587.0,38.37244939804077,926.0
la11,1222.0,629.0,51.52663803100586,1222.0
la16,1017.0,1487.0,113.954425573349,989.0
la21,1130.0,1793.0,199.6197168827057,1122.0
la22,983.0,1877.0,209.24225306510925,967.0
la23,1044.0,1721.0,190.37633562088013,1032.0
la24,1035.0,1970.0,221.84815740585327,1010.0
la25,1070.0,1889.0,211.69111394882202,1060.0
la26,1252.0,2264.0,336.82793712615967,1235.0
la27,1349.0,2366.0,353.9613461494446,1335.0
la28,1276.0,2063.0,304.2916362285614,1274.0
la29,1286.0,2015.0,295.6606070995331,1277.0
la30,1404.0,2576.0,389.0046560764313,1402.0
la31,1784.0,2045.0,448.70079827308655,1784.0
la32,1850.0,3590.0,839.0956361293793,1850.0
la33,1719.0,2594.0,589.8494727611542,1719.0
la34,1721.0,2939.0,673.771966457367,1721.0
la35,1898.0,2759.0,631.5562195777893,1898.0
la36,1375.0,1919.0,297.8915960788727,1367.0
la37,1523.0,1862.0,285.9056005477905,1500.0
la38,1339.0,1868.0,285.86158752441406,1311.0
la39,1317.0,2042.0,320.51487708091736,1285.0
la40,1326.0,1760.0,266.7215642929077,1301.0
ta21,1834.0,2189.0,585.0191526412964,1834.0
ta22,1804.0,2603.0,712.9591042995453,1775.0
ta31,2002.0,4940.0,1683.2903773784637,2002.0
ta32,2096.0,3686.0,1238.8249559402466,2060.0
ta41,2338.0,7763.0,3601.4768652915955,2326.0
ta42,2189.0,5111.0,2302.010363817215,2177.0
ta51,3005.0,5411.0,3601.3811604976654,2856.0
ta52,2994.0,5408.0,3601.0617644786835,2946.0
ta61,3203.0,4094.0,3600.2559196949005,3144.0
ta62,3280.0,4055.0,3600.132761478424,3244.0
ta71,5710.0,1667.0,3600.1111063957214,5658.0
ta72,5417.0,1667.0,3606.539326429367,5417.0
