,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,539.0,26.47805428504944,666.0
la06,926.0,374.0,24.34277582168579,926.0
la11,1222.0,365.0,29.941771507263184,1222.0
la16,1011.0,1277.0,96.7038881778717,1004.0
la21,1169.0,2171.0,248.12516331672668,1156.0
la22,999.0,1886.0,212.11564946174622,981.0
la23,1039.0,1841.0,203.39517879486084,1032.0
la24,1005.0,1841.0,206.65261912345886,989.0
la25,1075.0,2072.0,236.91258811950684,1063.0
la26,1299.0,3041.0,464.0902450084686,1293.0
la27,1348.0,2810.0,427.3212032318115,1341.0
la28,1296.0,2045.0,299.2829022407532,1277.0
la29,1264.0,2090.0,306.5774071216583,1259.0
la30,1365.0,2090.0,309.59058451652527,1358.0
la31,1784.0,2279.0,505.14332389831543,1784.0
la32,1850.0,2273.0,503.31738567352295,1850.0
la33,1719.0,3671.0,857.4731137752533,1719.0
la34,1721.0,2900.0,665.4510357379913,1721.0
la35,1897.0,3518.0,818.1836776733398,1888.0
la36,1384.0,1877.0,290.5399444103241,1373.0
la37,1521.0,2003.0,313.6970593929291,1497.0
la38,1324.0,2168.0,343.0815236568451,1310.0
la39,1319.0,1694.0,256.54693627357483,1304.0
la40,1312.0,1862.0,285.61021614074707,1312.0
ta21,1843.0,2390.0,650.0101308822632,1839.0
ta22,1784.0,2564.0,704.5360198020935,1775.0
ta31,1978.0,6407.0,2213.3736095428467,1978.0
ta32,2027.0,4856.0,1656.8791496753693,2020.0
ta41,2286.0,4931.0,2235.6821868419647,2285.0
ta42,2241.0,5702.0,2617.3630821704865,2240.0
ta51,2959.0,5357.0,3600.240958929062,2934.0
ta52,2961.0,5372.0,3601.7369623184204,2893.0
ta61,3189.0,3998.0,3601.329920530319,3155.0
ta62,3203.0,4088.0,3602.4787740707397,3149.0
ta71,5819.0,1649.0,3606.5908999443054,5729.0
ta72,5389.0,1640.0,3607.2240092754364,5378.0
