,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,686.0,28.484806299209595,666.0
la06,926.0,560.0,31.622451066970825,926.0
la11,1222.0,2042.0,148.21172714233398,1222.0
la16,1000.0,782.0,52.71904897689819,999.0
la21,1093.0,1652.0,159.77976632118225,1079.0
la22,989.0,2807.0,272.10745882987976,982.0
la23,1040.0,1589.0,154.64352703094482,1038.0
la24,1025.0,1880.0,180.4684772491455,1007.0
la25,1071.0,2201.0,213.2977020740509,1050.0
la26,1275.0,2450.0,308.8272862434387,1267.0
la27,1341.0,5165.0,652.8983316421509,1323.0
la28,1309.0,3479.0,437.3027753829956,1291.0
la29,1275.0,2003.0,254.10559344291687,1275.0
la30,1415.0,2318.0,291.55343532562256,1372.0
la31,1784.0,8411.0,1616.0421946048737,1784.0
la32,1850.0,10547.0,2039.4741806983948,1850.0
la33,1719.0,6242.0,1198.3629131317139,1719.0
la34,1725.0,16451.0,3230.1057345867157,1721.0
la35,1909.0,4415.0,860.4835097789764,1902.0
la36,1353.0,3635.0,490.31303882598877,1353.0
la37,1518.0,2144.0,292.58168506622314,1488.0
la38,1331.0,2060.0,277.5030343532562,1331.0
la39,1340.0,2183.0,293.5999972820282,1332.0
la40,1321.0,1457.0,194.6685106754303,1313.0
ta21,1899.0,3821.0,871.7561657428741,1862.0
ta22,1763.0,5591.0,1289.5481085777283,1762.0
ta31,1973.0,13037.0,3600.900336265564,1920.0
ta32,2019.0,11372.0,3153.291276693344,2011.0
ta41,2302.0,9797.0,3600.219762802124,2250.0
ta42,2184.0,9770.0,3600.2596683502197,2165.0
ta51,3042.0,6425.0,3600.3007657527924,2916.0
ta52,2958.0,6362.0,3600.293820619583,2908.0
ta61,3240.0,4694.0,3601.286164045334,3185.0
ta62,3303.0,4730.0,3600.908143520355,3270.0
ta71,5837.0,1724.0,3603.0065665245056,5771.0
ta72,5637.0,1745.0,3603.945023536682,5584.0
