,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,671.0,524.0,26.582923889160156,666.0
la06,926.0,890.0,59.824047565460205,926.0
la11,1222.0,545.0,46.3301260471344,1222.0
la16,1003.0,1202.0,94.80551528930664,1003.0
la21,1172.0,1772.0,201.3955261707306,1159.0
la22,986.0,1736.0,199.33004713058472,986.0
la23,1063.0,1808.0,205.8981409072876,1037.0
la24,1035.0,1940.0,224.1876096725464,1022.0
la25,1130.0,1979.0,229.30089235305786,1055.0
la26,1249.0,2138.0,324.7559266090393,1248.0
la27,1354.0,3533.0,563.944149017334,1348.0
la28,1306.0,2795.0,434.13424730300903,1296.0
la29,1279.0,3068.0,483.1691188812256,1263.0
la30,1401.0,2114.0,318.6390492916107,1400.0
la31,1784.0,2693.0,619.8526659011841,1784.0
la32,1850.0,2912.0,678.1520309448242,1850.0
la33,1719.0,4238.0,1015.1527659893036,1719.0
la34,1721.0,3341.0,788.3621399402618,1721.0
la35,1889.0,2399.0,543.8528876304626,1888.0
la36,1379.0,1820.0,286.4580910205841,1343.0
la37,1493.0,1859.0,293.697735786438,1489.0
la38,1329.0,1901.0,302.00952100753784,1322.0
la39,1366.0,1751.0,272.9651732444763,1352.0
la40,1313.0,1910.0,301.35326528549194,1312.0
ta21,1856.0,2579.0,715.8081283569336,1848.0
ta22,1852.0,2327.0,638.0101389884949,1791.0
ta31,1994.0,4856.0,1678.7257707118988,1965.0
ta32,2018.0,6410.0,2271.806788921356,2013.0
ta41,2358.0,7652.0,3601.276170015335,2294.0
ta42,2183.0,6452.0,3028.0355064868927,2183.0
ta51,2954.0,5186.0,3602.0950026512146,2907.0
ta52,2940.0,5210.0,3601.796768426895,2857.0
ta61,3200.0,3908.0,3602.5039098262787,3142.0
ta62,3166.0,3905.0,3600.899309396744,3144.0
ta71,5946.0,1610.0,3602.5220713615417,5789.0
ta72,5401.0,1592.0,3603.380481481552,5387.0
