,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,671.0,497.0,24.560333728790283,666.0
la06,926.0,302.0,19.661397695541382,926.0
la11,1222.0,1127.0,92.97740578651428,1222.0
la16,999.0,1532.0,117.72523522377014,993.0
la21,1151.0,1790.0,199.17047381401062,1149.0
la22,985.0,1931.0,217.59421229362488,985.0
la23,1035.0,1778.0,196.62328433990479,1032.0
la24,990.0,2057.0,232.12436413764954,990.0
la25,1072.0,2159.0,248.06673884391785,1072.0
la26,1295.0,1937.0,281.8035361766815,1286.0
la27,1363.0,2621.0,396.4958817958832,1356.0
la28,1297.0,2129.0,314.2158739566803,1288.0
la29,1283.0,1790.0,258.08993911743164,1273.0
la30,1440.0,2357.0,351.37056732177734,1393.0
la31,1784.0,5843.0,1411.6416642665863,1784.0
la32,1850.0,2978.0,687.5257487297058,1850.0
la33,1719.0,7094.0,1723.3015849590302,1719.0
la34,1745.0,3608.0,838.2519266605377,1743.0
la35,1897.0,5396.0,1286.7226626873016,1897.0
la36,1410.0,1739.0,264.1936209201813,1396.0
la37,1543.0,1811.0,280.1150496006012,1492.0
la38,1356.0,1790.0,276.6772425174713,1331.0
la39,1317.0,1952.0,300.29409766197205,1308.0
la40,1326.0,1817.0,279.65823459625244,1318.0
ta21,1822.0,2315.0,628.2773356437683,1811.0
ta22,1774.0,1982.0,523.1961185932159,1762.0
ta31,2029.0,3611.0,1213.7039954662323,1985.0
ta32,2041.0,3413.0,1145.1940696239471,2012.0
ta41,2319.0,3323.0,1471.5397548675537,2318.0
ta42,2207.0,5225.0,2379.312573194504,2195.0
ta51,2926.0,5321.0,3600.873269557953,2926.0
ta52,2943.0,5306.0,3600.9341065883636,2915.0
ta61,3120.0,4067.0,3601.9284496307373,3120.0
ta62,3289.0,4022.0,3602.1807725429535,3224.0
ta71,5849.0,1658.0,3600.0245385169983,5841.0
ta72,5693.0,1664.0,3604.4068219661713,5576.0
