,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,488.0,20.44336986541748,666.0
la06,926.0,191.0,10.782139539718628,926.0
la11,1222.0,656.0,47.490025997161865,1222.0
la16,1027.0,365.0,24.42967987060547,1027.0
la21,1152.0,1313.0,126.01706671714783,1152.0
la22,986.0,2210.0,216.90705251693726,986.0
la23,1054.0,1241.0,119.79071187973022,1040.0
la24,1036.0,980.0,93.50898337364197,1019.0
la25,1070.0,2324.0,225.49110102653503,1070.0
la26,1264.0,1769.0,222.5429813861847,1261.0
la27,1341.0,4319.0,544.6389124393463,1330.0
la28,1334.0,3344.0,422.4564697742462,1332.0
la29,1288.0,1337.0,170.7175476551056,1288.0
la30,1411.0,1688.0,213.90608763694763,1392.0
la31,1784.0,3035.0,586.3153574466705,1784.0
la32,1850.0,1745.0,334.0259075164795,1850.0
la33,1719.0,3476.0,665.012941122055,1719.0
la34,1760.0,8192.0,1585.3173031806946,1721.0
la35,1888.0,1433.0,271.749418258667,1888.0
la36,1351.0,2069.0,277.84910893440247,1340.0
la37,1507.0,992.0,132.33517360687256,1503.0
la38,1342.0,1988.0,269.9661843776703,1315.0
la39,1376.0,2459.0,330.17221212387085,1368.0
la40,1262.0,2099.0,278.6798870563507,1253.0
ta21,1835.0,3398.0,778.6999723911285,1835.0
ta22,1793.0,3650.0,850.987696647644,1793.0
ta31,1956.0,5630.0,1556.7766122817993,1941.0
ta32,2058.0,7661.0,2117.6320419311523,2040.0
ta41,2337.0,9746.0,3600.0748195648193,2333.0
ta42,2212.0,7934.0,2951.5592818260193,2201.0
ta51,3109.0,6371.0,3601.374927043915,3103.0
ta52,2848.0,6497.0,3600.649866580963,2848.0
ta61,3138.0,4730.0,3601.762891769409,3129.0
ta62,3246.0,4688.0,3601.4188101291656,3187.0
ta71,5720.0,1727.0,3605.212931871414,5693.0
ta72,5418.0,1727.0,3604.4387362003326,5342.0
