,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,920.0,44.99669337272644,666.0
la06,926.0,671.0,43.55454683303833,926.0
la11,1222.0,548.0,44.88695764541626,1222.0
la16,1017.0,1160.0,88.04060411453247,1006.0
la21,1148.0,1874.0,208.46360158920288,1136.0
la22,987.0,1802.0,201.1461901664734,986.0
la23,1060.0,1589.0,173.77836513519287,1032.0
la24,1001.0,1889.0,211.48554682731628,1001.0
la25,1048.0,1910.0,215.59655332565308,1048.0
la26,1257.0,2633.0,400.7318522930145,1228.0
la27,1362.0,2309.0,343.8815567493439,1362.0
la28,1296.0,3581.0,556.8182246685028,1257.0
la29,1278.0,1907.0,278.51532673835754,1278.0
la30,1406.0,1946.0,285.5515160560608,1394.0
la31,1784.0,4196.0,987.6772265434265,1784.0
la32,1850.0,4457.0,1068.8433601856232,1850.0
la33,1719.0,5198.0,1242.9447119235992,1719.0
la34,1738.0,5246.0,1256.7328481674194,1728.0
la35,1898.0,3086.0,718.4400916099548,1898.0
la36,1376.0,1781.0,273.9824261665344,1370.0
la37,1536.0,1445.0,213.19198417663574,1509.0
la38,1293.0,1832.0,283.21276807785034,1293.0
la39,1390.0,1652.0,250.5929832458496,1373.0
la40,1314.0,1949.0,302.9629635810852,1312.0
ta21,1899.0,2147.0,576.9823112487793,1864.0
ta22,1799.0,2042.0,542.0008418560028,1796.0
ta31,1955.0,4643.0,1589.9248836040497,1935.0
ta32,2063.0,4535.0,1549.8018879890442,2038.0
ta41,2347.0,4823.0,2174.6769182682037,2329.0
ta42,2311.0,3233.0,1414.0132632255554,2233.0
ta51,2901.0,5369.0,3601.9246637821198,2876.0
ta52,2965.0,5315.0,3601.9835720062256,2928.0
ta61,3178.0,4073.0,3602.638752937317,3130.0
ta62,3267.0,4010.0,3600.2675285339355,3227.0
ta71,5910.0,1652.0,3601.367909193039,5888.0
ta72,5495.0,1637.0,3604.693054676056,5445.0
