,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,980.0,48.33015847206116,666.0
la06,926.0,293.0,18.943350076675415,926.0
la11,1222.0,269.0,24.102556467056274,1222.0
la16,1010.0,974.0,73.32494974136353,1008.0
la21,1159.0,1211.0,119.69496989250183,1151.0
la22,986.0,1832.0,178.87473845481873,984.0
la23,1040.0,2195.0,214.15650343894958,1040.0
la24,1018.0,1136.0,111.00986552238464,1005.0
la25,1092.0,2114.0,206.87658166885376,1073.0
la26,1304.0,2234.0,286.2516989707947,1297.0
la27,1378.0,1580.0,203.22020363807678,1374.0
la28,1290.0,2168.0,274.5166096687317,1281.0
la29,1292.0,2039.0,262.72248363494873,1292.0
la30,1402.0,2534.0,324.5490415096283,1377.0
la31,1784.0,2117.0,414.11374592781067,1784.0
la32,1850.0,1697.0,327.5015652179718,1850.0
la33,1719.0,3032.0,591.7246508598328,1719.0
la34,1739.0,5036.0,965.9844088554382,1723.0
la35,1920.0,3515.0,682.1173875331879,1911.0
la36,1348.0,1445.0,195.0436589717865,1348.0
la37,1503.0,1772.0,239.85533928871155,1502.0
la38,1345.0,905.0,124.20395684242249,1343.0
la39,1353.0,1919.0,260.7359290122986,1353.0
la40,1322.0,2255.0,306.4510636329651,1308.0
ta21,1813.0,2579.0,607.865268945694,1813.0
ta22,1804.0,3122.0,733.588742017746,1791.0
ta31,1920.0,6788.0,1900.9052312374115,1920.0
ta32,2012.0,7625.0,2136.2932505607605,2012.0
ta41,2312.0,9845.0,3600.974793434143,2304.0
ta42,2158.0,9878.0,3600.8883743286133,2158.0
ta51,3054.0,6374.0,3600.205438375473,3028.0
ta52,2959.0,6350.0,3601.5794372558594,2949.0
ta61,3195.0,4682.0,3600.5551278591156,3150.0
ta62,3192.0,4739.0,3601.995237350464,3145.0
ta71,5782.0,1682.0,3603.139112472534,5749.0
ta72,5391.0,1709.0,3602.654064178467,5309.0
