,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,530.0,22.294393062591553,666.0
la06,926.0,587.0,33.17330360412598,926.0
la11,1238.0,1064.0,77.92863917350769,1222.0
la16,994.0,1511.0,102.03418803215027,994.0
la21,1121.0,2576.0,248.68106532096863,1114.0
la22,981.0,3182.0,307.48287653923035,981.0
la23,1052.0,3116.0,301.3503086566925,1032.0
la24,1017.0,2549.0,246.93074774742126,1004.0
la25,1066.0,2261.0,218.06296157836914,1034.0
la26,1291.0,4118.0,519.288566827774,1291.0
la27,1343.0,3620.0,454.66335701942444,1338.0
la28,1295.0,4292.0,543.6913216114044,1295.0
la29,1275.0,3617.0,460.0519495010376,1267.0
la30,1377.0,3842.0,490.0696909427643,1377.0
la31,1784.0,5015.0,965.4040265083313,1784.0
la32,1850.0,9050.0,1752.849369764328,1850.0
la33,1719.0,11507.0,2220.5797872543335,1719.0
la34,1721.0,12638.0,2456.632725715637,1721.0
la35,1898.0,10016.0,1926.8341825008392,1888.0
la36,1391.0,2342.0,315.0197265148163,1367.0
la37,1531.0,1766.0,239.7110571861267,1496.0
la38,1307.0,2582.0,347.9965543746948,1307.0
la39,1380.0,1427.0,192.67583990097046,1371.0
la40,1337.0,2549.0,340.9523868560791,1321.0
ta21,1813.0,4100.0,968.0098123550415,1801.0
ta22,1808.0,4628.0,1084.9760806560516,1777.0
ta31,1936.0,8996.0,2487.865142583847,1915.0
ta32,2011.0,8372.0,2369.830885887146,1995.0
ta41,2311.0,9905.0,3600.356652021408,2282.0
ta42,2219.0,9695.0,3601.0437800884247,2196.0
ta51,3012.0,6347.0,3600.246943473816,2909.0
ta52,2998.0,6335.0,3600.739627122879,2921.0
ta61,3187.0,4721.0,3600.0943517684937,3124.0
ta62,3271.0,4697.0,3600.727659702301,3271.0
ta71,5916.0,1751.0,3603.8303620815277,5821.0
ta72,5614.0,1760.0,3604.175441503525,5530.0
