,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,1085.0,53.94177508354187,666.0
la06,926.0,161.0,10.485963106155396,926.0
la11,1222.0,278.0,22.728232383728027,1222.0
la16,1048.0,743.0,56.94973134994507,1038.0
la21,1167.0,1151.0,123.32925200462341,1164.0
la22,1023.0,1235.0,133.42525720596313,993.0
la23,1032.0,926.0,99.14790630340576,1032.0
la24,993.0,1634.0,178.9704828262329,993.0
la25,1080.0,1721.0,191.96274495124817,1062.0
la26,1271.0,2216.0,333.0724582672119,1256.0
la27,1360.0,2249.0,337.2851941585541,1334.0
la28,1332.0,2114.0,312.5644676685333,1332.0
la29,1270.0,1595.0,226.59917068481445,1262.0
la30,1382.0,2015.0,298.8699049949646,1380.0
la31,1784.0,2132.0,475.57843589782715,1784.0
la32,1850.0,2639.0,600.6360673904419,1850.0
la33,1719.0,3536.0,827.1643929481506,1719.0
la34,1750.0,2258.0,501.91803002357483,1732.0
la35,1898.0,2069.0,458.06925082206726,1895.0
la36,1345.0,1403.0,210.1012477874756,1345.0
la37,1536.0,1847.0,286.1898081302643,1524.0
la38,1336.0,1637.0,249.70436072349548,1325.0
la39,1348.0,1295.0,193.95940732955933,1309.0
la40,1324.0,1313.0,194.60368371009827,1312.0
ta21,1846.0,1997.0,535.4503555297852,1825.0
ta22,1753.0,1964.0,525.6306114196777,1749.0
ta31,1974.0,5207.0,1797.221729516983,1928.0
ta32,2039.0,4370.0,1490.82395362854,2029.0
ta41,2371.0,4538.0,2031.6619038581848,2304.0
ta42,2207.0,2852.0,1249.690675497055,2179.0
ta51,2961.0,5375.0,3601.4917900562286,2923.0
ta52,2946.0,5306.0,3600.079580307007,2922.0
ta61,3069.0,4106.0,3600.453778743744,3056.0
ta62,3215.0,4088.0,3601.117718219757,3160.0
ta71,5686.0,1655.0,3603.1499383449554,5668.0
ta72,5280.0,1643.0,3603.3620417118073,5272.0
