,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,1118.0,46.7413592338562,666.0
la06,926.0,461.0,25.936301708221436,926.0
la11,1222.0,1238.0,88.90605592727661,1222.0
la16,1048.0,527.0,34.98401141166687,1010.0
la21,1159.0,1442.0,138.70622730255127,1145.0
la22,970.0,1475.0,142.29064321517944,970.0
la23,1044.0,1172.0,113.43617796897888,1038.0
la24,1008.0,2165.0,208.4771444797516,1007.0
la25,1047.0,2255.0,217.48694968223572,1042.0
la26,1271.0,2951.0,369.0658915042877,1250.0
la27,1309.0,4142.0,521.3812437057495,1308.0
la28,1332.0,4028.0,506.27006244659424,1332.0
la29,1262.0,1415.0,180.21726965904236,1257.0
la30,1429.0,1319.0,168.53175258636475,1421.0
la31,1784.0,1820.0,352.5091335773468,1784.0
la32,1850.0,5708.0,1101.599529504776,1850.0
la33,1719.0,1649.0,311.90928888320923,1719.0
la34,1721.0,7172.0,1373.8005480766296,1721.0
la35,1888.0,4307.0,823.9094874858856,1888.0
la36,1374.0,1061.0,143.85329842567444,1357.0
la37,1554.0,1691.0,228.54713082313538,1534.0
la38,1345.0,1760.0,239.34321451187134,1334.0
la39,1345.0,767.0,102.4662435054779,1333.0
la40,1294.0,2918.0,393.29054069519043,1292.0
ta21,1832.0,5471.0,1263.4134197235107,1829.0
ta22,1774.0,2954.0,687.0170121192932,1760.0
ta31,1919.0,10403.0,2861.363543510437,1918.0
ta32,2024.0,5843.0,1631.7625470161438,2024.0
ta41,2283.0,9842.0,3600.6292428970337,2278.0
ta42,2206.0,9812.0,3600.5480358600616,2188.0
ta51,3007.0,6428.0,3601.1130323410034,2947.0
ta52,2957.0,6479.0,3600.791163921356,2927.0
ta61,3126.0,4823.0,3600.622083902359,3085.0
ta62,3165.0,4820.0,3601.577246427536,3147.0
ta71,5714.0,1733.0,3600.6035759449005,5671.0
ta72,5298.0,1790.0,3603.0523416996,5227.0
