,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,710.0,30.648054838180542,666.0
la06,926.0,833.0,47.37034583091736,926.0
la11,1222.0,677.0,49.68415856361389,1222.0
la16,1061.0,719.0,48.489351987838745,1036.0
la21,1138.0,3074.0,299.1491594314575,1130.0
la22,987.0,2972.0,291.3769385814667,986.0
la23,1032.0,2501.0,243.51391291618347,1032.0
la24,1035.0,2519.0,243.79615688323975,1022.0
la25,1089.0,1535.0,149.17714095115662,1063.0
la26,1274.0,3179.0,404.0806312561035,1257.0
la27,1340.0,6314.0,800.8677961826324,1340.0
la28,1336.0,3539.0,443.32866311073303,1323.0
la29,1251.0,4082.0,522.1180007457733,1249.0
la30,1423.0,2963.0,374.5804777145386,1408.0
la31,1784.0,6287.0,1210.4914824962616,1784.0
la32,1850.0,11972.0,2320.4369513988495,1850.0
la33,1719.0,5516.0,1052.472981452942,1719.0
la34,1721.0,7715.0,1500.985783815384,1721.0
la35,1898.0,3398.0,658.1333339214325,1888.0
la36,1382.0,1829.0,249.534814119339,1382.0
la37,1526.0,2393.0,327.9272139072418,1516.0
la38,1337.0,3602.0,492.192015171051,1333.0
la39,1354.0,2705.0,366.9748122692108,1344.0
la40,1333.0,2390.0,324.71776151657104,1317.0
ta21,1812.0,6287.0,1465.1865010261536,1812.0
ta22,1837.0,5927.0,1379.611304283142,1805.0
ta31,1967.0,12902.0,3600.27942609787,1946.0
ta32,1982.0,12803.0,3600.53146982193,1982.0
ta41,2254.0,9788.0,3600.1434502601624,2254.0
ta42,2208.0,9620.0,3600.8002078533173,2173.0
ta51,2948.0,6404.0,3601.4913334846497,2904.0
ta52,3009.0,6299.0,3601.0032317638397,2964.0
ta61,3121.0,4757.0,3601.2758045196533,3113.0
ta62,3291.0,4769.0,3601.831411600113,3203.0
ta71,5675.0,1766.0,3605.6368939876556,5625.0
ta72,5390.0,1754.0,3603.1053659915924,5296.0
