,simple6-1-idle-per-new,converge_cnt,total_time,min_make_span
la01,666.0,425.0,20.88515877723694,666.0
la06,926.0,179.0,11.658860206604004,926.0
la11,1222.0,737.0,60.27580642700195,1222.0
la16,1026.0,1019.0,78.38541722297668,1018.0
la21,1142.0,1250.0,134.64300346374512,1127.0
la22,986.0,1751.0,194.76026463508606,986.0
la23,1046.0,1508.0,163.42105841636658,1046.0
la24,1035.0,1706.0,187.4538013935089,1022.0
la25,1057.0,1517.0,165.0646619796753,1057.0
la26,1293.0,2195.0,325.7799563407898,1274.0
la27,1355.0,1979.0,290.9650402069092,1355.0
la28,1329.0,2000.0,294.3210732936859,1329.0
la29,1283.0,1742.0,250.66379523277283,1283.0
la30,1402.0,1454.0,204.9220950603485,1395.0
la31,1784.0,1865.0,406.49531412124634,1784.0
la32,1850.0,2753.0,629.3583517074585,1850.0
la33,1719.0,2747.0,624.2150223255157,1719.0
la34,1723.0,3410.0,794.9545788764954,1723.0
la35,1897.0,2138.0,470.42421770095825,1888.0
la36,1401.0,1187.0,176.34250831604004,1363.0
la37,1530.0,1652.0,247.89017486572266,1512.0
la38,1348.0,1214.0,181.03795528411865,1337.0
la39,1353.0,1622.0,243.86497116088867,1351.0
la40,1314.0,1130.0,166.30933547019958,1297.0
ta21,1861.0,1865.0,489.0175037384033,1848.0
ta22,1808.0,2252.0,610.7880899906158,1782.0
ta31,2012.0,4142.0,1400.312101840973,1993.0
ta32,2023.0,2804.0,917.0171523094177,2016.0
ta41,2341.0,4466.0,1991.8137867450714,2332.0
ta42,2196.0,3878.0,1733.821246623993,2186.0
ta51,3164.0,5330.0,3601.530512571335,3164.0
ta52,3010.0,5348.0,3601.1674473285675,2940.0
ta61,3238.0,4049.0,3600.0355100631714,3116.0
ta62,3258.0,3998.0,3601.732970237732,3227.0
ta71,5786.0,1622.0,3607.4516801834106,5739.0
ta72,5373.0,1631.0,3607.3200323581696,5328.0
