,SPT,MWKR,FDD/MWKR,MOPNR,LRM,FIFO
Mk01,55,50,52,54,48,50
Mk02,55,45,40,43,40,42
Mk03,268,235,231,228,225,235
Mk04,78,79,92,81,75,85
Mk05,235,190,200,192,190,188
Mk06,85,119,97,115,104,122
Mk07,227,274,232,222,209,227
Mk08,601,523,552,529,523,531
Mk09,431,341,361,364,327,405
Mk10,329,287,289,267,271,303
